client_id,path,sentence,age,gender,variant,locale,assigned_accent,annotated_accent,annotated_accent_agreement,assigned_gender,source_dataset,source_file,label,split
00b8ad433c9bd530349c7a1242a73e9c75ec5f79f57db6c9f31feb7443d8d5d1d469e458a3efde57aee6ea2bfa5912b9c092b27b5eed8d5ff3e0192e2d13daca,common_voice_ca_33426154.mp3,"A més, ha afegit que el partit necessita estudiar el text.",,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
00b8ad433c9bd530349c7a1242a73e9c75ec5f79f57db6c9f31feb7443d8d5d1d469e458a3efde57aee6ea2bfa5912b9c092b27b5eed8d5ff3e0192e2d13daca,common_voice_ca_33426155.mp3,El govern de coalició té dos objectius principals.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
00b8ad433c9bd530349c7a1242a73e9c75ec5f79f57db6c9f31feb7443d8d5d1d469e458a3efde57aee6ea2bfa5912b9c092b27b5eed8d5ff3e0192e2d13daca,common_voice_ca_33426157.mp3,"Quan ell m’ataca, jo responc.",,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
00b8ad433c9bd530349c7a1242a73e9c75ec5f79f57db6c9f31feb7443d8d5d1d469e458a3efde57aee6ea2bfa5912b9c092b27b5eed8d5ff3e0192e2d13daca,common_voice_ca_33426158.mp3,"Tanmateix, avisa que en una taula de negociació fan falta dues parts.",,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
00b8ad433c9bd530349c7a1242a73e9c75ec5f79f57db6c9f31feb7443d8d5d1d469e458a3efde57aee6ea2bfa5912b9c092b27b5eed8d5ff3e0192e2d13daca,common_voice_ca_33426160.mp3,Es concediran dos premis dotats amb mil euros cadascun.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
0415576c80a9e2842bf2f8c075e7bc9eff8d8010b2e9682209391d3b070b5a3f63028ab4412db6066b2be3f06537bb6a300429453dc8249b5c8db6ac8d0c9a87,common_voice_ca_34503973.mp3,Ulls bruns.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
0415576c80a9e2842bf2f8c075e7bc9eff8d8010b2e9682209391d3b070b5a3f63028ab4412db6066b2be3f06537bb6a300429453dc8249b5c8db6ac8d0c9a87,common_voice_ca_34503974.mp3,Què determina el color dels ulls?,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
0415576c80a9e2842bf2f8c075e7bc9eff8d8010b2e9682209391d3b070b5a3f63028ab4412db6066b2be3f06537bb6a300429453dc8249b5c8db6ac8d0c9a87,common_voice_ca_34503975.mp3,"Així, succeeix la cartera de Transports i un lloc de vicepresident.",,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
0415576c80a9e2842bf2f8c075e7bc9eff8d8010b2e9682209391d3b070b5a3f63028ab4412db6066b2be3f06537bb6a300429453dc8249b5c8db6ac8d0c9a87,common_voice_ca_34503976.mp3,"Encara hi som a temps, però jo diria que s’acaba.",,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
0415576c80a9e2842bf2f8c075e7bc9eff8d8010b2e9682209391d3b070b5a3f63028ab4412db6066b2be3f06537bb6a300429453dc8249b5c8db6ac8d0c9a87,common_voice_ca_34503977.mp3,He d'anar al passeig de Guayaquil a peu.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_dev.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31627670.mp3,Quines parades fa l'autobús que va a Sant Martí Sarroca?,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705808.mp3,El vint-i-tres de maig na Frida i en Rauric volen anar a la biblioteca.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705825.mp3,"En tinc prou, en el meu somieig diví, d'endreçar les coses.",teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705883.mp3,El vint-i-tres de maig en Bernat i na Paula iran al Puig de Santa Maria.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705915.mp3,Demà passat na Gal·la anirà a Vila-sana.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705938.mp3,Dimarts na Gina i na Blanca iran a Teià.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705941.mp3,Per Cap d'Any en Joan irà a visitar mon oncle.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705957.mp3,El deu d'agost en Biel i en Gil iran a la biblioteca.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705964.mp3,Per Cap d'Any na Tura i en Joel iran a Parets del Vallès.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31706062.mp3,El vint-i-nou de febrer na Beth i en Marcel aniran a Sant Ramon.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31955761.mp3,No és gens fàcil que un quadrat màgic surti rodó.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31955785.mp3,Aquí hi ha una cinquantena de fitxes com aquesta.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31955953.mp3,Dimarts na Lola anirà a Vilanova d'Escornalbou.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31955955.mp3,Dijous en Tom anirà a Camallera i Llampaies Saus.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31956010.mp3,El nou d'octubre na Thaís irà a Sant Joan de Vilatorrada.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31956023.mp3,Doncs jo en vaig conèixer un.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31956024.mp3,Demà passat en Manel anirà a Prats de Lluçanès.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31956025.mp3,Dilluns na Beth va a Gelida.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31956028.mp3,El vint-i-tres de maig na Nit i en Guim iran a la Secuita.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31956116.mp3,El vint-i-tres de maig en Sergi i na Júlia iran d'excursió.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train
092c8e02db29ee40e7b1dd44dfc75eac4301d3a3dd959eb787e57dc13632614a3b1e928dfbe28acc6b0fdd1bdc0748ec21994b1f7fa8b5f557a0c8dfd3fe5553,common_voice_ca_37684548.mp3,"La porta, que no correspon a l'obra original, s'obre a la façana de ponent.",,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_test.tsv,balearic,train
092c8e02db29ee40e7b1dd44dfc75eac4301d3a3dd959eb787e57dc13632614a3b1e928dfbe28acc6b0fdd1bdc0748ec21994b1f7fa8b5f557a0c8dfd3fe5553,common_voice_ca_37684550.mp3,Ara mateix li passem amb un agent humà.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_test.tsv,balearic,train
