client_id,path,sentence,age,gender,variant,locale,assigned_accent,annotated_accent,annotated_accent_agreement,assigned_gender,source_dataset,source_file,label,split,cv_split,train_shard
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705808.mp3,El vint-i-tres de maig na Frida i en Rauric volen anar a la biblioteca.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_4.tar
05d39b256592e8c94b64f29d8f75a84493b1aff7da0e571e83a7c9549ac9b6f5d01160475bca6900f59153258948d7ae21ed7a965c1d97d9044385bcfd2cd3ba,common_voice_ca_31705938.mp3,Dimarts na Gina i na Blanca iran a Teià.,teens,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_4.tar
06e80cd76ef3ff2c7dc1485d3f2211cf9122540ee265c5a7fb6eacf9cdb88424116c2bf647b7fb8654c60528593481bc16459415ca81b38281cfe57d61d16c8a,common_voice_ca_31955761.mp3,No és gens fàcil que un quadrat màgic surti rodó.,fifties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
307b02b79d6f270a3d44d50fe35fec28924dfa6929e7466dd2d8c2f02b0a4b23a06db178dc4bd899088f05feaeb3c777091739aaafbf451c6963b8f8b711ef74,common_voice_ca_21161842.mp3,"Tanmateix, tot acabarà amb greus incidents.",twenties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
307b02b79d6f270a3d44d50fe35fec28924dfa6929e7466dd2d8c2f02b0a4b23a06db178dc4bd899088f05feaeb3c777091739aaafbf451c6963b8f8b711ef74,common_voice_ca_21161844.mp3,Explora llocs web i els emmagatzema localment per a la seva posterior consulta sense connexió.,twenties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
346895a759c5b6911c3b05d3ed387823dc4dfe55e423b3b58d5a56839d746b3c7dbedaf74ba2ec76904628b0c719b5def62c19ba1c5eb76978e4e4f4006a1e43,common_voice_ca_32066912.mp3,Dijous en Llop anirà a Sant Bartomeu del Grau.,fourties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
346895a759c5b6911c3b05d3ed387823dc4dfe55e423b3b58d5a56839d746b3c7dbedaf74ba2ec76904628b0c719b5def62c19ba1c5eb76978e4e4f4006a1e43,common_voice_ca_32066913.mp3,En conservem unes poques racions.,fourties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
3e3120305982aaf99ebda90ea46f29052aa8348a658fa2685129eb90a28cf92b2a66df02b63d191d52f2aea282a5257267584830b71810f57f7a39a1a0613c9d,common_voice_ca_33947460.mp3,El vint-i-nou de febrer en Telm i na Berta volen anar al teatre.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_0.tar
4cfc1cd71ac5d3f1f906e4e159dafcde1ee47a7d393f135fb378f1826d1c2bef4e8589b16c47f1de6c303cdae521e19deed0fa7b1a08297d003a48c3e591ec56,common_voice_ca_37623906.mp3,Va morir de vell.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_0.tar
5a891c5033eae99febefb262ac3203c09bb740873f65f12c8f5145919a203ca71f1942b72f32e4d9702b18aa9f77b97f1e85d9795cb2342250aabd3e9004efcc,common_voice_ca_33436725.mp3,Ho ordena el govern?,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,calibration,train,audio/ca/train/ca_train_0.tar
5a988a8ef866ac6d303c70ddbee960c1db59ce43975a7f0292b354a0ba953f921f34edd5dba47a5e4b88e05c2ff18892db05648602a1a022363d4127c09c3087,common_voice_ca_33402032.mp3,Ara es troba en dependència policíaques per a les diligències oportunes.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,validation,train,audio/ca/train/ca_train_0.tar
71b2f35e1c9f3bb6dda55221ce6308875fd78b462b4a80fd2f79dd339991c22b459f641bb759b54fd7eb618b901a6f35c2e8f70f854fae73828d4e1298193e6d,common_voice_ca_30769562.mp3,Greene no va ser la primera opció per al paper d'Audrey.,,,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
71b2f35e1c9f3bb6dda55221ce6308875fd78b462b4a80fd2f79dd339991c22b459f641bb759b54fd7eb618b901a6f35c2e8f70f854fae73828d4e1298193e6d,common_voice_ca_30774375.mp3,Les dificultats de Hunter van començar abans que arribés a Sydney de tornada.,,,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
71b2f35e1c9f3bb6dda55221ce6308875fd78b462b4a80fd2f79dd339991c22b459f641bb759b54fd7eb618b901a6f35c2e8f70f854fae73828d4e1298193e6d,common_voice_ca_30856475.mp3,"És llarg i té, principalment, dos carrils i accés controlat.",sixties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
71b2f35e1c9f3bb6dda55221ce6308875fd78b462b4a80fd2f79dd339991c22b459f641bb759b54fd7eb618b901a6f35c2e8f70f854fae73828d4e1298193e6d,common_voice_ca_31019720.mp3,Cada equip juga una vegada contra els altres tres equips.,sixties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
7dc80454edecce4862042fde068b9c67e9f70785f9aa87481a9ac117b43c3e0453c7f545b873dc5fb06e1af2029db067cab40a7ae8517a4570643a9d76e6c2d2,common_voice_ca_30802851.mp3,Selva és un municipi de Mallorca.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_0.tar
872c70c8e020dbc2b83e883096316d7378e567905778dc1ccaa8e30d2f373496d7ee0d9b73aeaef6465a87afa54b15ffd29992b8b4d7c8476238168df51a456c,common_voice_ca_33418021.mp3,Es fa del vuit al vint-i-quatre de febrer amb actes de tota mena.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_0.tar
8785bd6a0a2827968fb07a4aab4a0247abe47601ff44190a9f2731b560f47b1f9b4760e77ce80316b8e3191e4139aab9acda468dce858acd7c42f1e7a724902b,common_voice_ca_31209027.mp3,El seu ús data de l'antiguitat.,fourties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
8785bd6a0a2827968fb07a4aab4a0247abe47601ff44190a9f2731b560f47b1f9b4760e77ce80316b8e3191e4139aab9acda468dce858acd7c42f1e7a724902b,common_voice_ca_31209056.mp3,He d'anar al parc de la Trinitat a peu.,fourties,male_masculine,,ca,balearic,,,male_masculine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_5.tar
a8264dd930d1b0b3cedb8ad09a5948f6ebbac873d0017cde0712f25af6db5897db89a352454da9f31f15d51809b987819871860f9df906ab76fc230f8c980bf1,common_voice_ca_34201525.mp3,El vint-i-tres de maig en Mateu i na Rita volen anar d'excursió.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_4.tar
a8264dd930d1b0b3cedb8ad09a5948f6ebbac873d0017cde0712f25af6db5897db89a352454da9f31f15d51809b987819871860f9df906ab76fc230f8c980bf1,common_voice_ca_34202964.mp3,Ha estat descrit com un dels escriptors més destacats d'origen serbi.,,,,ca,balearic,,,,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,train,train,audio/ca/train/ca_train_4.tar
b96a5e368f372a886f7c7db826b8f8c3eaef488c24eaea690ab0f55fdd1de4bff39657b53c9f12982bae845f7b7d0d1f08c0447d7382efd0c1c6fd0c6881d75a,common_voice_ca_34405159.mp3,Una altra característica destacada de la moto era el seu carenat.,,,,ca,balearic,,,female_feminine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,calibration,train,audio/ca/train/ca_train_5.tar
b96a5e368f372a886f7c7db826b8f8c3eaef488c24eaea690ab0f55fdd1de4bff39657b53c9f12982bae845f7b7d0d1f08c0447d7382efd0c1c6fd0c6881d75a,common_voice_ca_35009185.mp3,Pere Arpa i Torremilans va ser un músic nascut a Cornellà del Terri.,thirties,female_feminine,,ca,balearic,,,female_feminine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,calibration,train,audio/ca/train/ca_train_5.tar
b96a5e368f372a886f7c7db826b8f8c3eaef488c24eaea690ab0f55fdd1de4bff39657b53c9f12982bae845f7b7d0d1f08c0447d7382efd0c1c6fd0c6881d75a,common_voice_ca_35009232.mp3,"Els crits preferits eren ""Unite"" i ""Say Ra"".",thirties,female_feminine,,ca,balearic,,,female_feminine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,calibration,train,audio/ca/train/ca_train_5.tar
bc693d031f1841a938984a88528b45b8b1aa7a3cc607bebcbafed9af35919ec6da01f673d40156e5524dbfc69e34de70a923b2822ce0229de1871a09797aea0f,common_voice_ca_30928657.mp3,el vint-i-tres de maig he d'anar a Roda de Ter amb autobús.,,,,ca,balearic,,,female_feminine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,calibration,train,audio/ca/train/ca_train_5.tar
bc693d031f1841a938984a88528b45b8b1aa7a3cc607bebcbafed9af35919ec6da01f673d40156e5524dbfc69e34de70a923b2822ce0229de1871a09797aea0f,common_voice_ca_30928854.mp3,Aquest violinista toca millor que l'altre.,fourties,female_feminine,,ca,balearic,,,female_feminine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,calibration,train,audio/ca/train/ca_train_5.tar
bc693d031f1841a938984a88528b45b8b1aa7a3cc607bebcbafed9af35919ec6da01f673d40156e5524dbfc69e34de70a923b2822ce0229de1871a09797aea0f,common_voice_ca_30968019.mp3,La nova formació va canviar ràpidament el nom per The Never.,fourties,female_feminine,,ca,balearic,,,female_feminine,projecte-aina/annotated_catalan_common_voice_v17,corpus/files/annotated_train.tsv,balearic,calibration,train,audio/ca/train/ca_train_5.tar
