client_id,path,sentence_id,sentence,sentence_domain,up_votes,down_votes,age,gender,accents,variant,locale,segment,label,source_dataset,source_file,archive_member
58fbbd6f783c9a459ac90a5859b7aeb0519adc1f378752ea4f084b129446a19ec7f454e560eb4c10dce227a0ccd4e18256378b45cf0c9f0e6dc0c8ea8f10acf3,common_voice_ca_23382438.mp3,9f90c7b839dc95cc0bd3036840a8e0c0bc87e92e16ca89c45825765eff1f8413,També es disposa d'un centre de recerca amb biblioteca i hemeroteca.,,3,0,twenties,male_masculine,valencià,,ca,,valencian,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_23382438.mp3
6f2a457c01530406c595c0ea948c1f137aeaf185653fb6204efd098a107a46ea772f763c59b7f8113640ba53e8cbcba5f90c52720697aad0ebdd81772ab7a0dd,common_voice_ca_30817920.mp3,8cbcd223863022d4a5e30d7c5ddbed84f87752921e3eeeeb7744f5c710bf5b98,"Demano disculpes, digué lentament.",,2,0,,,,Nord-Occidental,ca,,northwestern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_30817920.mp3
8d0085a66d64058fd3c49768bf6703bcd43abe57c1fc40539c08dc790714319b63a6c413a5b92655d6785231e18a3b93b7e831ca098f8554d9c106b571e7e3ed,common_voice_ca_38893697.mp3,c65baf961c82fd20b53d455895f6f2a7b26b41a7718c35c5885bffbc431edc53,Dimarts en Nil i na Greta aniran a Senterada.,,2,0,sixties,male_masculine,,Balear,ca,,balearic,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_38893697.mp3
2b7f00bec847a8eaf6799ce7852ccae8c23d55cfe4db8ab4629d4e55358c111fd5ad3e608f290f21782009adec78485dbc8ba9699d5c39385869d792f593e4ff,common_voice_ca_33759253.mp3,2edb00c471deb49834a93788cdfc1a4a3009b26e845962594c227db374218c46,Però adverteix que ‘la calma és enganyosa’.,,4,0,,,central,Central,ca,,central,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_33759253.mp3
0afdf4a945307d594bb2ad530b571704937b23d28f413cf189fe1dc64372e0c8fae89254a9c7a7bfda6c75f412c8f506dab11301c4bd179165b9aae460bb5046,common_voice_ca_32111797.mp3,7092d4b08e3beac48ca9fcfb86c13e7b4400fa09ab7529fef1bb7398f8d53a33,Demà passat en Jofre anirà a la platja.,,3,0,fifties,male_masculine,,Balear,ca,,balearic,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_32111797.mp3
bc69fd0205ea95e14c0a2752aa3fa5047042741c612c426fb830693b31d68179ffb9d3870efd5092b8a43a451912eb9b3dd6ebcb0320d5affcd4e99642704257,common_voice_ca_37817548.mp3,82f5a9f2a9ac9c79ce7fe25499998d3bb0bba7a83352531b8c74688275b983a8,Acoblament i cohesió són termes que ocorren junts molt freqüentment.,,2,0,,,,Balear,ca,,balearic,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_37817548.mp3
adfc36159adf953cc5b31b1cbc1601d93ffa05ba1825b3d67a481db5100c9a401783b34ae5338b41ce2b57944d720876a16db8faebca850d95408b79eaed3d9b,common_voice_ca_36957348.mp3,63ed39782c717356f5e9759fb9298223164636846194734f5310b02d7e26d9ec,"Al davant, grups antifeixistes s’hi van concentrar per mostrar-hi el rebuig.",,2,0,,,,Nord-Occidental,ca,,northwestern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_36957348.mp3
a6051fd230a2e09f163c8c3a57967e239caaadfb88ba63ea5b74639db75f398553e2f81a1d9fa2a1aea1157bc435c1d81cb1a9343e711e6fcce668d5f89954e3,common_voice_ca_38040184.mp3,94f818c227c0fa385ccb0b6e1e7b9fe8643483e768afa1b791c9bb703b1d5b4e,El vint-i-nou de febrer n'Eulàlia anirà a Palau-solità i Plegamans.,,2,0,,,,Balear,ca,,balearic,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_38040184.mp3
c0f253613a9e4ee63818a9cd4aa7a7f4e91526b887640ad26dd23d57311e7b26545b72dc8de3ed1fb41bf7cdd9fcc4d0c60c16890bca334891a915cc34d25c1f,common_voice_ca_38131715.mp3,9a925cfa3caa69f1ccbe9061c3d0d9b4b81cfba7837e7c84c6fc5ae0182ec389,Estança en la qual es juga a futbol.,,2,0,,,,Nord-Occidental,ca,,northwestern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_38131715.mp3
444f0f5422d6d8df65a071c2737181a0110368ac69baff0b6e879d5b24c6893399d79e81817299d2ab941cc5c6fa0ce0b39852ddf355f8c3546adf054a739c97,common_voice_ca_35128751.mp3,432189495760664ed2807c6b22bdaf6178390c5c69d85e479c62d3f0b9935f01,"Li ha dit que sí, ço que li ha plagut molt.",,2,0,,,,Septentrional,ca,,northern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_35128751.mp3
44c3d306c2a4113da6c7efe9dcfb76d1c2bfd8cbf5d54d7d83df4f4dc803e67c9704f7d54a570a57c79b07b75ba276dfa3d8480544e70fb683d61a9591fe1e15,common_voice_ca_38095444.mp3,989def3dcc7324881ab32e04f6754a884e04c132bf651c27474bbeadd7f380cc,"És una preciosa i històrica població d'aspecte medieval, a la vora del riu Leie.",,4,0,,,balear|mallorquí,Balear,ca,,balearic,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_38095444.mp3
a8b8319bdccca67edac317b794b5c906110d6230f97f3c89228979d366aa4fe0325ea8041adfc9392c14c46675e0ef7d9af4115ac60f5de1462cd992db9a4d95,common_voice_ca_38375656.mp3,adb157d8192f87a4876f1714dbec3c4b937240168ae0f264dd3f5a9b27e81426,Un home calb menjant un àpat,,2,0,,,,Septentrional,ca,,northern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_38375656.mp3
2f5536ba6dc7d8e76ec8a5246235aed684faac48f165350b5a44652704514d7aedca474fbba37786bd502025a29c98c100b326711bf109af66b555c3a916e020,common_voice_ca_36855489.mp3,5df7dd0fb4b82a2b39f9907ce267fcd1b8cef9d48d1bb15da30d76fb3f6469cd,"Mai abans els monjos de Montalegre no ho havien permès, això.",,2,0,fifties,female_feminine,,Central,ca,,central,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_36855489.mp3
554c32262a3e3f235aec9f0ac4b6b435f7684abfddded03b67acee1b3eee5b1a82f5c109fc794b974042c8807280a1dd5f2beff5082bfa55d7af845a3b7b768f,common_voice_ca_22796017.mp3,9697b386523226358b5f71205923586afa6b5e272ba753fa503267070ad6a647,"Però l'emperador Tiberi, probable instigador final de la mort de Germànic, el va perdonar.",,3,0,twenties,male_masculine,,Nord-Occidental,ca,,northwestern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_22796017.mp3
b63c689e0edc5a7e8142717836bbb5f080ed397233f6d5ca5b4a0dbdb2f413370ce5cf1adb82c11d64781131945a6cd00c0ec95f8281cac28b140b9761452e01,common_voice_ca_31043088.mp3,dd7ee1522c4ca5a6274369a44cf36cddee0a2efefb95d74506d19e9280319859,"Va estudiar gestió científica, però era escèptic i va desenvolupar les seves pròpies teories.",,2,0,fifties,male_masculine,,Nord-Occidental,ca,,northwestern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_31043088.mp3
9f1afd79e6aecbb20b862331a21b66e410f9a340405059ce47663e9da68b4463cf2de7b9fc3af6909c1ab800b9a0b883ec1877f557c64e753101f3a1497644bc,common_voice_ca_30818012.mp3,8ce8f7d364aa2d67d326c24ffa87f620faf185df65ee2c678d1da16f569c1980,Hi ha hagut diversos exemples d'opcions de presentació televisiva menys populars entre els espectadors.,,3,0,,,,Septentrional,ca,,northern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_30818012.mp3
de9065b5567e882af96d04a4e36fc779321a6cc297356fa4c91c031432b8b9810883508ddc5b234eaa7a7ec5bdff9627bc7511ad67ef2a0c7d97fc3d1c481b78,common_voice_ca_36932057.mp3,628968411bac8a2a4726674e92634022e57a33b353bae11aca13a81e607122e9,El deu d'agost en Lleó vol anar a Lliçà d'Amunt.,,2,0,,,,Septentrional,ca,,northern,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_36932057.mp3
f61662279e4cf91f2f4df22de9a3e6ec3f732a1341e584651fa5c5a344198df12bf4ed5573667edeaf1c6c7eb6570ccfe476482fe28005b1648196fe1a4c63d1,common_voice_ca_37589448.mp3,212898c7c72be29b6a287bcb82b97834a6c870c5757313a3f24f6cf050c5abc3,"D'altra banda, es rebrà una resposta de l'òrgan tècnic.",,2,0,,,valencià,,ca,,valencian,common_voice_26_ca,train.tsv,cv-corpus-26.0-2026-06-12/ca/clips/common_voice_ca_37589448.mp3
